X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
5,13,15.9,4,13.8,19,3.7,33.9,0,3,684,10,0.80,73.79,15
24,13,16.4,3,15.9,29,3.8,27.8,3,3,338,11,2.60,116.68,9
2,2,16.7,0,13.8,22,4,45,0,3,693,10,1.36,150.06,14
16,4,15.4,2,11.3,26,4,39.9,0,4,229,10,0.48,89.32,12
14,2,17.7,5,11.6,30,3.9,44,0,5,1461,11,2.70,81.48,9
12,14,16.0,4,14.6,18,3.8,35.7,0,4,434,10,0.44,49.8,14
24,13,16.5,4,12.7,20,3.7,47.7,1,3,345,9,1.04,72.28,13
16,14,15.7,2,12,17,3.8,29.3,2,3,1349,7,4.96,482.12,1
8,7,16.4,4,12.5,18,3.9,36.9,0,4,902,11,2.20,132.4,10
16,5,16.4,4,12.9,24,3.8,44.1,1,3,514,11,2.52,201.63,10
20,14,15.1,1,11.2,17,3.8,26.6,0,3,456,8,1.77,183.94,4
5,14,16.0,2,15.9,24,3.8,27.6,15,3,649,7,4.55,574.27,15
23,7,15.6,0,11.2,26,3.9,52.3,0,4,463,10,0.48,40.97,7
18,7,16.7,3,10.7,20,3.7,37.9,1,3,716,11,0.83,30.64,10
21,5,16.1,5,14.1,25,3.7,25.6,4,3,378,11,3.67,183.08,8
7,3,16.7,2,11.7,23,3.9,31.9,4,5,915,11,0.78,67.8,15
16,3,15.7,2,11.1,25,3.5,39.9,1,3,444,8,2.02,172.16,15
8,7,14.5,3,10.4,20,3.4,33.9,0,2,917,8,1.76,163.98,10
16,9,15.8,2,8.4,24,3.9,36,0,4,765,10,1.88,156.62,12
24,14,16.7,2,15.7,21,3.7,37.9,0,3,555,9,0.35,34.12,13
19,13,16.2,2,15.3,27,3.9,43.5,0,3,1068,10,1.66,109.52,9
13,13,14.9,2,8.8,22,3.8,38,1,2,560,7,1.08,72.52,9
7,13,16.3,1,15,23,3.6,29.1,2,3,536,11,4.11,426.21,8
16,4,15.0,1,13.2,25,4.2,23.3,1,3,837,7,1.43,176.8,6
2,7,15.4,2,14.6,30,3.9,25.8,2,3,383,9,5.76,516.94,14
24,13,16.0,4,10.9,24,3.9,41.3,0,4,900,11,0.84,52.93,13
17,11,16.2,1,15.6,16,3.9,36.4,6,3,478,9,4.42,355.43,9
22,2,18.7,4,13.7,26,4,47.4,2,2,929,6,5.46,200.61,2
16,4,15.6,1,11.1,16,3.9,31.7,98,3,846,9,7.97,397.41,14
21,2,17.2,4,9.2,21,3.8,35.5,23,4,247,11,2.54,110.83,12
20,6,16.1,3,13.4,25,3.9,28.1,1,2,251,7,2.82,216.68,7
5,11,17.6,0,13.7,15,4,40.7,0,3,773,9,1.25,80.71,11
24,5,16.1,1,5.7,21,3.9,33.2,2,3,381,10,5.82,483.51,9
22,13,15.6,5,13,23,3.7,36.8,2,2,713,8,1.51,175.46,2
22,5,14.6,6,12.3,24,3.8,27.9,1,2,867,6,5.95,379.94,2
16,5,15.4,2,9.7,22,3.7,35.3,55,3,595,9,0.69,268.94,12
17,13,15.8,2,15.6,25,3.6,28.3,1,3,545,10,3.64,363.04,9
12,14,14.7,1,10.9,17,3.8,38.3,0,3,996,9,1.83,175.51,1
21,11,15.7,0,14.1,22,4,33.7,0,2,783,8,0.18,24.94,10
21,13,16.2,2,13.1,21,3.9,30.4,3,3,502,7,4.07,468.31,8
19,14,15.7,2,12.8,25,4.1,28.8,0,2,492,7,3.44,339.15,5
2,5,15.4,0,13.7,23,4.1,18.1,2,3,654,7,10.89,1041.02,15
16,4,15.9,2,11.1,14,3.8,39.5,3,3,476,8,2.25,68.52,12
7,3,15.3,0,12.5,28,3.5,46.3,0,2,1602,8,0.15,11.13,15
13,14,15.4,0,9.9,18,3.8,48.4,0,3,628,9,1.63,174.66,5
21,9,16.2,3,12.3,23,3.9,38.1,27,2,648,7,4.56,422.91,8
16,5,15.5,1,11.8,17,3.9,29.5,19,3,564,9,4.52,714.52,12
2,10,16.1,2,8.1,27,3.8,42.5,0,3,494,10,0.97,130.39,9
23,7,16.0,0,11.8,23,3.5,47.8,0,3,771,8,0.28,16.58,7
16,13,15.9,3,12.6,25,3.8,37.5,3,3,436,9,0.77,58.07,10
12,14,15.7,1,10.2,18,3.7,16.6,30,3,363,8,11.60,1780.63,1
21,13,16.6,3,13.9,24,3.7,35.2,0,3,679,9,0.58,30.55,8
24,13,16.4,4,12.2,24,3.8,43,14,4,384,11,1.05,51.31,7
3,4,15.4,4,12.6,22,3.8,32.3,21,2,889,7,3.72,300.23,13
13,14,14.7,1,11,18,3.9,33.6,0,3,254,8,1.01,137.15,5
19,5,17.1,1,15.8,22,3.9,47.9,0,2,976,6,0.93,88,5
12,14,14.8,3,9.4,26,3.7,28.5,1,3,404,8,4.98,647.94,3
12,13,15.2,3,9.8,29,3.7,40.3,61,2,730,8,1.15,141.38,1
23,7,15.6,5,14.5,20,3.9,32.7,0,2,520,8,3.41,105.29,7
21,7,16.2,0,13.6,27,3.4,38.4,0,3,851,10,3.85,105.92,8
7,11,18.7,2,17.9,22,4.1,25.8,0,2,645,6,0.39,58.28,15
24,11,16.0,2,11.5,21,3.7,31,76,3,623,9,0.61,31.24,7
12,5,16.6,1,11,27,3.7,24.3,19,3,507,9,4.49,390.43,14
22,14,16.3,1,9.9,24,3.6,39.9,0,4,493,11,0.74,85.33,2
2,13,15.4,1,10.6,23,4,43.7,0,3,1470,8,0.90,107.86,15
11,2,15.8,2,12.4,13,4,35.7,1,3,707,7,6.59,469.3,4
16,3,15.6,2,13.1,23,4,32.5,0,2,875,7,0.45,66.58,12
11,5,16.0,0,10.7,18,3.9,34.6,2,3,552,9,1.47,133.25,15
12,14,15.5,1,10.8,14,3.8,35.8,0,2,1469,7,0.61,126.15,3
15,13,15.8,2,13.4,27,3.7,40.7,0,4,1176,10,0.33,29.27,1
16,5,16.0,2,15.8,21,3.3,39.6,1,3,971,7,3.86,400.08,9
16,11,15.2,2,10.7,19,4,40.2,0,3,1315,9,1.53,141.56,12
23,3,17.7,4,14.1,20,3.7,33.2,0,4,485,11,1.61,118.8,7
2,5,16.6,2,12.5,17,3.9,31.4,1,2,560,6,2.42,339.96,9
7,7,16.2,2,11.4,14,3.8,42.2,0,2,282,7,0.41,52.9,15
19,13,15.8,4,13.2,30,3.6,42.2,0,3,595,10,3.46,289.45,13
16,4,16.6,2,8.7,20,4.1,40.8,0,4,784,11,0.64,30.66,12
23,5,16.6,3,12.6,22,4,41.1,0,4,728,11,0.98,18.01,7
16,7,16.1,2,10.8,20,3.7,33,1,4,829,10,1.70,143.63,6
11,13,16.2,4,10.8,19,3.7,44.9,128,3,1086,9,4.34,477.03,4
16,7,15.6,2,13.4,20,3.3,41.7,0,4,359,11,1.99,188.46,12
24,2,17.7,4,12.4,26,4.4,24.8,7,4,523,11,4.72,323.41,9
21,7,15.4,1,11.7,21,3.8,17.9,36,4,554,10,3.77,378.6,8
16,13,15.4,4,12.4,18,3.8,27.1,3,2,732,8,4.72,95.9,10
5,6,17.1,6,13.7,28,3.6,39.7,13,4,1526,11,2.23,128.47,8
16,2,16.4,3,14.3,19,3.5,38.7,0,3,769,11,4.26,103.05,12
19,13,15.7,3,10.1,23,3.7,24.8,0,2,957,7,1.22,85.47,13
6,5,15.3,0,9.2,16,3.9,20.5,2,3,877,8,5.87,707.13,3
16,1,15.2,4,8.9,18,3.9,29.2,0,3,1184,9,1.58,155.02,2
16,8,15.2,0,9.7,18,3.5,38.6,1,3,524,9,1.33,317.75,14
3,7,15.1,0,11.8,21,3.8,31.6,1,3,720,9,1.21,78.64,13
15,13,14.9,2,9.2,20,4,41.7,1,3,1070,9,1.70,188.91,7
16,6,15.7,5,13.4,26,3.5,21.8,1,2,397,6,4.80,512.73,1
5,13,16.1,4,13,20,4,33.9,0,2,947,7,2.97,155.76,15
21,2,17.7,5,16.5,21,3.6,29.6,1,4,579,11,3.08,271.01,11
16,4,15.1,4,11.8,21,3.7,38,0,2,709,7,0.96,327.58,12
21,13,15.0,2,14.8,26,3.9,41.7,0,3,640,8,0.50,19.38,11
24,14,15.8,3,11.3,23,3.9,28.2,0,2,579,7,2.04,248.41,9
16,14,16.4,2,16.1,23,3.8,38.1,0,2,400,9,1.78,125.66,6
14,13,18.6,3,20.4,23,3.8,43.4,0,2,769,6,0.30,39.9,11
7,5,15.5,0,14.9,20,3.9,32.3,0,3,718,9,0.37,38.79,15
17,11,16.2,1,12.9,25,3.4,31.8,1,3,737,10,0.58,60.17,9
21,3,16.8,4,12.7,25,3.6,42.2,31,3,994,10,10.04,684.46,8
12,8,18.8,4,13.3,25,3.9,41.7,0,2,561,6,0.96,153.59,14
23,11,16.5,1,10.1,24,3.7,27.2,2,3,593,7,9.42,803.78,11
5,5,14.9,2,12.6,24,3.9,41,1,3,755,7,0.69,69.38,15
2,13,15.4,1,16.7,14,3.4,21.9,1,3,432,8,2.93,310.13,14
16,7,15.9,0,13,20,4,22.3,1,2,651,7,1.99,219.4,6
5,3,16.9,1,17.5,26,3.9,36.6,0,4,698,10,1.04,68.09,15
24,14,15.6,2,12.7,20,3.6,38.6,0,3,1587,8,4.03,307.36,9
16,3,16.6,4,12,22,3.8,53.4,0,2,868,8,0.68,44.53,10
8,5,15.6,0,13,18,4,36.5,0,3,983,9,0.23,22.83,8
12,7,16.4,2,11.9,21,3.2,42.4,65,4,1160,10,3.13,278.45,8
2,3,17.1,8,13.8,27,3.6,41.5,0,2,493,6,0.47,48.02,14
16,14,15.1,3,9,17,3.9,33,0,2,735,7,0.38,40.84,1
5,13,17.0,5,19.1,21,3.7,27.1,0,2,416,6,0.41,33.73,11
14,14,15.4,0,11.4,15,3.9,33.2,0,4,771,9,1.25,173.59,15
12,7,16.1,3,8.7,13,4.1,26.1,4,3,432,11,3.62,336.41,1
16,5,15.8,2,16.4,20,3.9,40.6,0,3,234,8,0.80,77.6,3
23,13,15.2,3,11.2,15,3.9,34.8,0,2,1202,8,1.84,137.54,7
4,14,15.4,2,12.1,19,3.7,28,1,3,894,8,0.22,114.18,13
2,13,15.8,0,10.8,26,3.6,30.3,0,2,306,8,0.49,64.84,15
19,4,14.9,2,11.8,20,3.6,27.6,0,4,692,10,0.54,25.22,5
16,13,16.2,5,12.6,21,3.7,22.6,0,4,367,9,0.95,163.53,10
21,13,15.3,5,10,32,3.2,31.8,83,3,1229,9,11.91,871.57,4
11,13,15.8,5,9.6,25,3.9,43.6,1,3,960,9,4.57,270.08,4
2,11,15.7,2,13.5,24,3.8,40,2,4,834,10,2.23,239.63,9
12,14,15.3,2,14.4,22,3.8,31.4,77,3,856,8,1.44,166.62,14
23,11,15.2,1,10.6,17,4.2,27.9,1,3,468,9,2.63,182.85,7
24,3,16.1,1,12.6,18,3.9,43.3,0,4,533,10,0.78,18.9,7
7,7,15.6,3,11.1,24,3.4,37.6,32,2,446,7,3.44,284.48,15
15,7,16.4,3,13,28,3.7,50.3,0,4,1187,11,0.40,37.5,1
16,5,16.9,2,12.3,28,3.2,40.1,2,2,628,6,4.69,413.54,12
12,5,15.4,3,11.6,17,3.6,29.1,0,2,218,7,1.25,109.43,1
16,4,16.3,4,12.7,21,3.9,33.8,3,3,472,11,2.45,179.34,12
11,7,16.1,2,10.7,29,3.7,32.2,68,3,1039,8,1.32,136.03,4
13,13,16.0,5,14.3,27,3.7,44.6,0,3,888,11,0.64,32.41,13
2,5,16.0,4,14.5,20,4,31.6,1,3,543,8,2.93,266.11,1
2,14,15.5,3,13.9,21,3.5,33.7,0,3,1088,10,0.29,33.88,14
16,4,14.6,3,9,20,3.9,15.1,2,2,360,6,5.65,643.16,6
24,13,15.8,4,9.6,19,4,36.4,1,3,567,9,0.81,56.68,9
6,2,17.7,7,15.6,22,3.8,30.9,0,4,1066,11,3.80,289.43,15
23,7,14.8,0,13.8,13,3.5,36.4,0,2,616,7,0.42,81.17,7
14,5,16.0,2,13.3,21,3.6,32,0,4,596,10,0.21,27.23,1
5,7,15.2,6,11.9,27,3.5,45.6,70,2,603,8,3.98,304.8,8
16,14,16.6,2,12.3,15,2.9,31.8,0,2,815,7,1.13,157.92,12
23,13,16.1,6,15.4,24,3,33.9,49,4,908,10,4.90,610.29,7
21,1,15.2,3,7.6,27,3.6,33.6,0,3,558,9,1.85,149.73,8
10,14,15.4,0,13.9,20,3.5,36.8,0,3,804,9,3.60,75.41,3
14,5,15.5,6,14.7,21,3.6,38.9,1,2,776,7,3.75,360.8,11
16,5,16.2,2,9.6,18,3.3,50.7,34,2,737,7,2.76,309.62,1
23,1,17.7,0,16.9,19,3.4,27.1,0,4,309,11,0.66,48.03,10
12,5,15.1,1,11.1,22,3.8,22.1,45,3,825,7,2.76,231.89,12
23,13,15.2,5,11.9,21,4,49,1,4,814,10,2.39,177.82,10
16,4,15.3,0,11.8,14,3.8,41.8,2,3,980,9,2.62,503.02,9
13,2,17.1,4,17.6,25,3.6,34,1,2,353,7,3.80,196.39,9
2,8,15.9,1,16.1,20,4.1,41.9,0,3,585,9,2.52,240.65,9
23,13,16.0,5,11.7,26,3.6,41.4,41,3,939,10,3.88,218.7,10
16,2,17.0,2,15.4,17,3.5,41.9,0,4,564,11,2.32,25.51,12
12,5,15.0,0,9.3,21,3.8,21.9,0,3,23,8,3.26,196.15,1
23,13,16.1,3,17.6,21,3.8,37.8,5,4,858,10,3.16,391.27,7
16,5,15.7,1,11.6,20,3.9,35.7,31,3,768,8,2.49,378.44,10
13,5,16.6,0,17,24,3.3,36.8,0,3,592,9,0.46,38.7,5
21,13,15.8,3,11,24,3.8,50,0,4,1571,10,0.83,76.47,11
10,11,15.9,0,11.8,23,3.7,49.1,1,3,1493,8,3.48,435.47,5
16,4,14.5,1,9.3,23,3.6,15.3,39,2,282,8,5.28,539.82,12
24,4,16.4,2,15.1,24,3.7,10.6,1,4,744,11,5.74,349.68,13
24,5,16.2,1,16.2,27,3.2,32.2,0,2,515,7,0.51,42.13,13
23,7,15.5,6,10.7,26,3.6,63.1,102,3,287,8,0.78,104.84,7
16,7,15.6,1,14.2,21,3.9,23.6,0,3,231,10,0.39,43.54,6
13,13,16.0,2,9.1,27,3.6,34,0,4,342,10,0.36,23.65,10
23,13,16.0,1,14.2,20,3.8,50.9,0,3,601,10,2.60,189.83,10
21,11,17.7,3,16.5,18,3.9,39.4,0,4,871,11,1.74,105.28,15
2,2,16.1,3,11.7,21,4,45.9,2,3,1247,10,2.36,352.42,9
19,11,18.7,1,15.8,13,3.9,32.8,0,2,1014,6,0.41,51.69,13
13,14,15.9,0,11.3,15,3.6,29.4,67,3,756,8,9.91,857.24,5
5,3,16.3,1,14.7,21,3.7,37.5,5,3,882,10,0.49,51.22,15
13,2,15.8,1,15.1,15,4,36.1,0,2,425,7,0.58,46.44,9
13,5,15.0,4,16.4,34,3.9,35.7,0,3,904,7,1.37,128.73,3
16,4,16.1,4,8.8,28,3.8,23.3,4,3,600,9,10.63,995.86,6
14,2,15.8,3,10.1,21,3.8,34.2,7,2,371,7,8.60,1029.19,7
7,10,16.0,2,11.7,19,3.7,31,0,2,581,8,0.40,44.87,11
16,5,16.5,0,15.5,20,3.8,43.5,1,3,559,9,0.88,132.79,5
5,1,16.6,4,13.4,22,3.7,45.3,0,3,670,7,0.65,43.37,8
13,14,15.0,0,9.3,18,3.7,24.5,9,3,672,8,3.37,329.37,5
9,5,15.4,1,15.1,22,3.8,46.3,0,3,725,8,0.50,83.29,12
14,13,16.2,4,10.7,26,4.1,46.3,0,4,533,11,1.58,90.7,15
21,4,16.0,3,15.9,19,3.8,38.1,0,3,602,11,0.92,43.52,8
13,11,16.4,0,12.8,23,3.6,46.4,0,3,584,9,1.06,77.73,7
16,7,14.9,0,9.5,18,3.5,44.1,0,2,660,7,1.04,154.55,12
15,11,16.0,2,14.5,28,3.8,28.3,0,2,1347,7,1.46,140.92,1
16,5,16.7,2,15.1,19,3.9,34.9,0,3,401,9,1.27,86.47,12
21,11,15.5,1,10.7,22,3.5,38.3,1,4,778,10,1.79,165.08,11
16,7,15.5,1,12,21,3.9,38.9,1,3,635,8,2.32,210.55,1
14,13,16.0,4,13.9,30,3.7,24.7,1,3,564,10,3.82,341.2,9
21,11,15.8,1,12.9,27,3.7,46.6,0,3,984,10,1.84,189.53,8
12,14,15.2,3,15,16,3.4,34.8,4,4,1075,10,3.22,255.27,2
15,2,16.5,1,13,13,2.9,27.6,18,3,398,11,2.42,289.4,1
21,13,16.0,2,12.9,23,3.9,18.3,2,4,654,11,5.60,501.7,11
7,2,16.2,3,14.7,17,3.9,36.9,0,4,693,11,0.53,61.2,11
14,4,16.2,5,13.2,34,4.1,40.6,0,2,418,7,0.26,34.18,15
16,4,15.8,0,10.2,18,3.7,34.7,0,2,764,7,1.01,68.71,12
16,14,15.8,2,14,18,3.5,37.5,1,3,559,10,1.96,237.01,14
13,2,17.7,4,9.3,26,3.8,35.6,3,4,1008,11,4.46,217.89,9
24,3,16.0,3,13.3,20,3.9,43,64,3,625,10,1.62,104.67,13
21,4,15.6,2,12.2,24,3.7,42.7,0,4,1694,10,1.85,128.16,6
16,9,15.7,2,13.3,16,3.8,23.2,32,2,763,7,1.37,199.29,14
11,13,15.3,2,12,22,3.7,17.7,5,3,1315,8,1.41,181.1,4
16,5,16.1,0,11,15,3.7,28.5,0,3,1153,7,1.39,130.05,12
21,13,15.4,3,12.6,19,3.9,41.3,1,3,550,9,5.32,496.19,8
2,8,16.2,3,12.4,27,3.7,33.9,0,3,585,10,0.51,36.26,14
7,7,14.9,5,7.7,30,4,36.3,0,3,563,9,1.13,76.28,15
12,5,16.9,3,16.8,24,3.8,19.9,1,3,348,9,2.99,237.62,1
3,5,15.0,1,9.9,20,3.9,27.1,0,2,540,7,0.97,166.1,2
13,7,14.5,1,12.4,19,3.7,27.9,0,3,541,8,1.14,123.45,8
21,2,16.8,4,16.4,26,3.6,31.9,0,3,481,10,2.27,165.89,11
16,5,15.3,5,14,21,3.1,25.2,81,3,442,9,5.51,664.76,8
16,13,16.1,2,10.4,22,4.1,25.1,0,2,560,7,2.02,192.63,12
23,13,15.5,1,11.6,17,3.9,31.6,28,3,551,10,2.69,301.18,7
5,13,16.0,3,12.6,15,3.5,32.6,0,2,1047,7,0.35,32.81,15
21,4,17.2,0,13.1,15,3.9,53.1,0,2,435,6,0.65,37,6
13,7,14.5,3,8.9,21,3.8,44.2,58,3,733,9,1.09,116.79,2
2,7,16.3,0,11.5,12,3.8,28.6,0,3,660,10,0.12,13.81,14
21,13,15.0,3,12.8,18,3.8,35.2,0,3,602,8,2.12,62.11,8
16,1,16.0,2,16.6,22,4,37.9,0,3,801,8,0.40,41.52,10
11,3,16.7,2,14.4,18,3.7,33.8,0,3,444,9,0.65,94.99,4
21,7,14.9,1,11,18,4.2,43.8,0,2,277,6,1.84,216.5,8
14,3,15.7,5,11.6,19,4,53.3,0,4,885,10,0.65,79.98,9
9,4,16.1,2,13.5,25,3.8,47.7,1,2,623,7,1.30,200.01,12
3,5,16.0,2,10.2,26,3.7,46.6,0,3,544,8,0.49,27.86,13
21,5,15.2,1,9.2,28,3.5,40.3,0,2,766,7,4.17,279.89,8
16,7,17.5,1,12.1,23,4.1,33.6,1,2,882,6,2.36,503.16,6
23,5,15.8,0,14.1,21,3.9,30.9,0,3,483,8,0.49,33.5,10
1,11,15.3,0,13.8,29,3.9,45.1,38,3,324,8,5.15,490.52,1
16,7,15.4,5,10.2,23,4,20.7,0,3,553,9,0.43,29.87,8
16,4,15.8,0,13.7,23,3.9,41.6,0,3,427,10,0.21,30.36,12
16,11,15.9,0,12.6,18,3.8,26.4,0,2,1065,8,0.24,23.73,1
5,3,16.3,1,11.9,25,3.6,39,56,3,440,10,0.50,19.17,15
21,5,16.1,1,12,14,3.9,33,8,4,688,11,5.55,578.72,8
7,12,16.4,0,13.7,24,3.9,35,0,3,269,9,0.32,57.4,15
13,2,16.2,4,13.9,29,3.8,46.9,1,3,1149,10,1.89,148.58,5
3,14,15.0,3,13.6,25,4.1,28.4,25,3,737,8,5.68,519.96,3
16,5,16.2,6,12.8,23,4,30.9,0,3,302,9,3.06,197.34,10
4,14,16.6,3,13.3,19,4,35.2,1,4,345,11,1.57,111.89,5
12,1,18.4,3,16.8,24,4,30,1,2,246,6,7.01,599.16,5
16,8,15.8,0,10,22,3.8,28.6,0,3,725,8,1.70,261.13,12
16,4,16.0,1,14.3,18,3.8,37.8,0,2,206,8,0.88,117.49,12
16,4,17.2,5,11.9,22,4.1,47.3,0,2,358,6,2.06,61.99,6
16,14,14.9,2,10.6,19,3.6,32.1,4,3,958,8,2.30,331.69,3
19,14,15.3,0,10.5,15,3.6,44,0,3,656,9,0.96,50.43,13
19,7,15.4,0,10,16,3.8,21.4,28,3,1029,10,2.95,170.74,13
13,14,15.9,1,16.3,15,3.8,34.4,15,3,431,9,5.06,320.16,3
21,14,15.8,3,9.5,15,3.5,48.2,0,3,602,10,0.66,40.06,11
2,2,15.6,4,11.3,14,3.9,27.7,0,3,888,8,0.58,59.47,9
12,14,15.9,1,13.4,21,3.4,36.8,1,2,721,7,3.14,288.75,3
10,14,15.1,2,9.4,15,3.9,38.3,12,2,501,7,1.97,275.83,3
23,13,15.8,1,12.1,16,3.6,32,29,4,284,10,5.32,600.38,7
15,14,15.1,3,10.5,29,3.6,41.3,0,3,426,7,0.31,49.12,1
23,6,16.1,5,14.3,24,3.8,35.8,4,3,703,8,2.39,164.59,7
21,13,15.4,4,11.2,21,3.4,31.2,33,2,305,8,4.05,292.64,8
2,14,17.6,1,8.2,27,3.8,40,0,2,943,6,0.40,23.68,9
19,14,16.2,1,13.3,19,3.8,35,0,4,745,10,2.19,207.42,5
24,7,15.1,1,8.5,18,4,35.1,15,4,711,10,4.43,381.51,13
12,13,14.9,1,8.9,20,3.6,38.5,83,3,648,8,5.80,524.54,3
2,2,16.1,3,12.3,21,3.7,30.9,1,3,476,10,6.05,654.81,15
14,13,15.2,2,10.1,24,3.2,30.2,63,2,754,8,2.66,280.18,9
19,2,15.3,4,9.9,22,3.6,40.5,0,3,600,9,2.25,118.89,13
16,5,16.3,0,13,24,4,23.8,1,3,309,9,3.66,256.44,6
16,5,15.0,0,10.7,17,3.6,35.7,1,2,562,8,0.92,82.49,14
14,11,16.2,1,15,23,3.7,37.7,1,2,716,7,1.48,168.22,15
7,7,15.5,2,11.6,22,3.6,52.6,0,3,639,7,2.03,98.87,15
2,7,16.2,1,14.9,23,4.1,35.6,0,4,766,10,0.98,109.33,15
13,4,15.4,1,10.5,24,3.5,30,1,2,431,9,3.72,359.34,5
12,4,15.8,4,11.9,27,3.6,19.9,1,3,815,10,2.44,251.58,14
21,2,15.6,1,13.3,18,3.4,42.6,0,2,394,7,1.25,68.2,11
2,4,16.6,1,10.6,22,3.8,37.6,0,4,729,11,0.99,78.47,9
3,3,15.8,0,13.7,28,4,21.3,1,3,540,9,1.59,102,13
14,13,15.6,3,13,17,4.1,40.9,1,2,1201,6,1.21,111.12,15
12,4,15.2,1,11.8,24,3.4,28.2,30,3,1344,9,4.27,363.47,2
11,13,16.0,2,16.2,25,3.9,52.3,0,4,739,11,1.69,148.72,4
5,7,15.4,0,12.8,13,3.9,45.7,1,3,861,8,2.08,183.86,15
2,13,16.4,3,14.6,15,3.9,22.5,30,3,692,10,5.40,505.32,14
14,5,15.2,5,10.5,24,3.7,44.4,0,2,743,7,1.92,145.14,15
16,7,16.0,3,13.2,24,4.1,43.5,1,4,799,11,0.43,126.34,6
21,7,15.3,2,9.2,23,3.4,46.7,26,3,1430,10,1.81,150.87,10
21,14,15.4,0,13.5,10,3.7,44.8,42,3,646,8,1.49,237.06,8
7,3,17.0,1,13.9,20,3.9,39,0,4,470,11,0.69,69.01,15
11,13,15.7,1,14.4,22,3.6,42.7,2,3,991,8,4.08,479.24,4
17,11,15.9,0,10.5,20,4,30.8,0,3,726,8,3.40,106.01,9
16,4,16.2,4,13.6,25,3.9,34.6,2,2,470,7,8.61,790.91,3
22,11,17.7,2,17.7,21,3.6,14.8,1,4,592,11,3.02,240.5,2
23,11,16.1,2,11.6,18,3.7,31.1,1,3,242,9,3.24,318.87,7
16,6,18.7,0,17.2,17,3.9,41.8,3,3,476,7,3.84,117.81,6
19,7,15.0,2,11.6,22,3.9,31,3,3,522,10,1.17,127.35,9
1,3,15.0,0,15.3,20,4.1,9.6,0,3,1044,9,1.63,153.31,14
2,11,15.3,2,14.7,23,3.8,34.1,0,2,821,7,1.02,114.05,9
23,11,15.3,0,13.1,20,3.8,29.5,0,2,346,7,0.81,50.71,7
19,5,15.1,1,14.1,15,3.8,43.7,43,3,775,7,4.38,418.83,13
16,13,16.7,3,13.3,16,3.6,27.8,0,2,210,9,1.26,160.6,10
15,3,15.2,1,13.9,17,3.8,47.1,0,3,690,9,0.60,58.87,7
14,11,16.2,3,14.5,20,3.8,44,0,3,1029,10,0.40,37.08,15
8,13,15.8,1,11.9,23,3.9,31.4,0,3,402,9,1.97,122.15,10
16,4,16.5,4,12.6,28,3.8,30.4,1,3,753,11,3.29,287.15,12
21,4,16.2,1,15.3,29,3.6,19.4,0,3,747,7,1.33,121.33,8
23,13,15.5,5,14.4,25,3.8,35.4,103,2,1221,8,7.28,541.63,7
5,3,16.9,1,11,17,3.8,24.6,1,3,530,9,1.29,111.69,15
16,7,15.7,0,11.3,24,3.3,26.3,3,4,827,10,3.30,273.97,6
21,13,17.0,2,14.9,23,4,45.4,0,4,1530,10,2.20,200.41,11
2,5,15.5,3,8.3,25,3.7,46.9,1,3,478,9,1.09,101.79,14
21,13,16.9,4,12,21,3.3,33,2,2,761,6,4.21,340.94,8
18,3,16.4,3,16.3,15,3.3,38.8,0,3,924,8,0.57,34.99,8
2,13,15.8,3,13.7,25,3.6,24.2,4,3,670,10,2.29,352.17,1
7,13,15.4,1,9.2,22,3.6,30.6,1,3,440,8,2.82,380.04,15
12,8,16.0,0,12.8,24,3.8,37.7,0,3,482,8,1.55,189.76,2
21,7,15.7,0,14.3,18,3.7,9.8,2,3,590,9,3.51,452.78,8
7,13,16.1,0,11.5,19,3.7,42.8,0,4,585,10,0.09,10.58,10
21,11,16.0,1,13.3,26,4,22.8,0,3,526,7,0.36,39.64,8
19,2,17.1,1,14.2,19,2.9,31.1,15,4,406,11,5.55,318.23,5
5,13,16.2,3,11.8,18,3.7,17.1,35,3,447,11,2.27,181.73,15
16,5,15.4,1,13.2,28,3.1,39.1,38,4,410,8,3.67,436.1,12
23,11,15.6,1,12.1,17,4,28.9,15,4,752,7,6.45,482.74,7
16,6,16.7,2,14.3,26,4,43.5,1,3,917,10,2.14,216.27,12
16,6,16.3,1,15.8,25,4,32.4,137,3,543,9,5.98,374.39,12
24,11,16.4,1,14.7,22,3.7,32.2,1,2,827,7,2.58,221.83,13
16,4,16.9,5,10.7,18,3.9,31.7,1,2,552,6,6.35,667.55,12
2,14,15.6,1,13.6,24,3.5,25.9,0,2,478,8,2.17,312.8,15
23,1,16.0,3,12.4,19,4,25.9,1,2,920,7,3.92,366.22,10
23,7,15.6,1,10,23,3.8,44.8,36,3,1091,8,2.49,252.62,7
2,13,15.3,2,12.2,19,3.7,36.2,7,3,356,9,5.23,646.08,9
14,14,15.3,0,10.4,20,3.6,32.2,29,4,1303,9,1.37,165.76,9
16,7,16.2,2,11.6,22,4.1,30.8,0,3,474,9,0.90,37.57,2
14,14,15.4,0,8.2,15,3.9,41.9,0,3,1077,9,0.17,26.91,9
12,5,16.4,4,10.7,18,3.8,35,1,2,1259,7,3.71,325.33,1
22,7,15.8,1,16.1,21,4,24.2,3,4,693,10,6.11,599.76,2
16,4,16.2,0,12.5,21,3.7,33.6,0,3,1006,9,2.22,163.47,5
16,13,16.0,4,12.8,28,4,57.1,0,2,887,7,1.01,66.18,10
